symbol,name,isin,sector,industry,country,exchange
PTNR,Partner Communications Company,US70211M1099,Communication Services,Telecom Services,Israel,NMS
PTOC,Pine Technology Acquisition Cor,US7228501042,Financial Services,Shell Companies,United States,NCM
PTOCU,Pine Technology Acquisition Cor,US7228502032,Financial Services,Shell Companies,United States,NCM
PTON,"Peloton Interactive, Inc.",US70614W1009,Consumer Cyclical,Leisure,United States,NMS
PTPI,"Petros Pharmaceuticals, Inc.",US71678J1007,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
PTRA,Proterra Inc,US74374T1097,Consumer Cyclical,Auto Manufacturers,United States,NMS
PTRS,Partners Bancorp,-,Financial Services,Banks—Regional,United States,NCM
PTSI,"P.A.M. Transportation Services,",US6931491061,Industrials,Trucking,United States,NGM
PTVE,Pactiv Evergreen Inc.,US69526K1051,Consumer Cyclical,Packaging & Containers,United States,NMS
PUB.PA,PUBLICIS GROUPE SA,FR0014004X25,Communication Services,Advertising Agencies,France,PAR
PUBM,"PubMatic, Inc.",US74467Q1031,Technology,Software—Application,United States,NGM
PUCK,Goal Acquisitions Corp.,US38021H1077,Financial Services,Shell Companies,United States,NCM
PUCKU,Goal Acquisitions Corp.,US38021H2067,Financial Services,Shell Companies,United States,NCM
PULM,"Pulmatrix, Inc.",US74584P2020,Healthcare,Biotechnology,United States,NCM
PUYI,Puyi Inc. - American Depository,US69373Y1091,Financial Services,Asset Management,China,NGM
PVBC,"Provident Bancorp, Inc.",US74383L1052,Financial Services,Banks—Regional,United States,NCM
PVH,PVH Corp.,US6936561009,Consumer Cyclical,Apparel Manufacturing,United States,NYQ
PVL,Permianville Royalty Trust Trus,-,Energy,Oil & Gas E&P,United States,NYQ
PWFL,"PowerFleet, Inc.",US73931J1097,Technology,Communication Equipment,United States,NGM
PWOD,"Penns Woods Bancorp, Inc.",US7084301032,Financial Services,Banks—Regional,United States,NMS
PWP,Perella Weinberg Partners,US71367G1022,Financial Services,Capital Markets,United States,NMS
PWR,"Quanta Services, Inc.",US74762E1029,Industrials,Engineering & Construction,United States,NYQ
PXD,Pioneer Natural Resources Compa,US7237871071,Energy,Oil & Gas E&P,United States,NYQ
PXLW,"Pixelworks, Inc.",US72581M3051,Technology,Semiconductors,United States,NGM
PXS,Pyxis Tankers Inc.,MHY717261066,Industrials,Marine Shipping,Greece,NCM
PXSAP,Pyxis Tankers Inc. - 7.75% Seri,MHY717261140,Industrials,Marine Shipping,Greece,NCM
PYCR,"Paycor HCM, Inc.",US70435P1021,Technology,Software—Application,United States,NMS
PYPD,PolyPid Ltd.,IL0011326795,Healthcare,Biotechnology,Israel,NGM
PYPL,"PayPal Holdings, Inc.",US70450Y1038,Financial Services,Credit Services,United States,NMS
PYR,PyroGenesis Canada Inc.,CA74734T1049,Industrials,Specialty Industrial Machinery,Canada,NCM
PYXS,"Pyxis Oncology, Inc.",US7473241013,Healthcare,Biotechnology,United States,NMS
PZC,PIMCO California Municipal Inco,-,Financial Services,Asset Management,United States,NYQ
PZZA,"Papa John's International, Inc.",US6988131024,Consumer Cyclical,Restaurants,United States,NMS
QCOM,QUALCOMM Incorporated,US7475251036,Technology,Semiconductors,United States,NMS
QCRH,"QCR Holdings, Inc.",US74727A1043,Financial Services,Banks—Regional,United States,NGM
QDEL,Quidel Corporation,US74838J1016,Healthcare,Diagnostics & Research,United States,NMS
QFIN,"360 DigiTech, Inc.",US88557W1018,Financial Services,Credit Services,China,NMS
QH,Quhuo Limited - American Deposi,US74841Q1004,Technology,Software—Application,China,NGM
QIPT,Quipt Home Medical Corp.,CA74880P1045,Healthcare,Medical Devices,United States,NCM
QIWI,QIWI plc,US74735M1080,Technology,Software—Infrastructure,Cyprus,NMS
QK,Q&K International Group Limited,US74738J1025,Real Estate,Real Estate Services,China,NGM
QLGN,"Qualigen Therapeutics, Inc.",-,Healthcare,Biotechnology,United States,NCM
QLI,Qilian International Holding Gr,KYG7307E1070,Healthcare,Drug Manufacturers—Specialty & Generic,China,NGM
QLYS,"Qualys, Inc.",US74758T3032,Technology,Software—Infrastructure,United States,NMS
QMCO,Quantum Corporation,US7479065010,Technology,Computer Hardware,United States,NGM
QNRX,"Quoin Pharmaceuticals, Ltd.",US74907L1026,Healthcare,Biotechnology,United States,NCM
QNST,"QuinStreet, Inc.",US74874Q1004,Communication Services,Advertising Agencies,United States,NMS
QQQX,Nuveen NASDAQ 100 Dynamic Overw,INE457C01010,Financial Services,Asset Management,United States,NMS
QRHC,Quest Resource Holding Corporat,US74836W2035,Industrials,Waste Management,United States,NCM
QRTEA,Liberty Interactive Corporation,-,Consumer Cyclical,Internet Retail,United States,NMS
QRTEB,Liberty Interactive Corporation,US74915M2098,Consumer Cyclical,Internet Retail,United States,NMS
QRVO,"Qorvo, Inc.",US74736K1016,Technology,Semiconductors,United States,NMS
QSI,Quantum-Si Incorporated,US74765K1051,Healthcare,Biotechnology,United States,NGM
QTNT,Quotient Limited,JE00BLG2ZQ72,Healthcare,Diagnostics & Research,Switzerland,NGM
QTRX,Quanterix Corporation,US74766Q1013,Healthcare,Medical Devices,United States,NGM
QTT,Qutoutiao Inc.,-,Communication Services,Internet Content & Information,China,NMS
QUBT,Quantum Computing Inc.,US74766W1080,Technology,Computer Hardware,United States,NCM
QUIK,QuickLogic Corporation,US74837P4054,Technology,Semiconductors,United States,NCM
QUMU,Qumu Corporation,US7490631030,Technology,Software—Application,United States,NCM
QURE,uniQure N.V.,NL0010696654,Healthcare,Biotechnology,Netherlands,NMS
RACB,Research Alliance Corp. II,US7608731094,Financial Services,Shell Companies,United States,NCM
RADA,RADA Electronic Industries Ltd.,IL0010826506,Industrials,Aerospace & Defense,Israel,NCM
RADI,"Radius Global Infrastructure, I",US7504811032,Communication Services,Telecom Services,United States,NGM
RAIL,"Freightcar America, Inc.",US3570231007,Industrials,Railroads,United States,NMS
RAIN,Rain Therapeutics Inc.,US75082Q1058,Healthcare,Biotechnology,United States,NMS
RAM,Aries I Acquisition Corporation,KYG0542N1079,Financial Services,Shell Companies,Cayman Islands,NCM
RAMMU,Aries I Acquisition Corporation,KYG0542N1152,Financial Services,Shell Companies,Cayman Islands,NCM
RAND,Rand Capital Corporation,US7521852076,Financial Services,Asset Management,United States,NCM
RANI,"Rani Therapeutics Holdings, Inc",US7530181004,Healthcare,Biotechnology,United States,NGM
RAPT,"RAPT Therapeutics, Inc.",US75382E1091,Healthcare,Biotechnology,United States,NGM
RARE,Ultragenyx Pharmaceutical Inc.,US90400D1081,Healthcare,Biotechnology,United States,NMS
RAVE,"Rave Restaurant Group, Inc.",US7541981095,Consumer Cyclical,Restaurants,United States,NCM
RBB,RBB Bancorp,US74930B1052,Financial Services,Banks—Regional,United States,NMS
RBBN,Ribbon Communications Inc.,US7625441040,Communication Services,Telecom Services,United States,NMS
RBCAA,"Republic Bancorp, Inc.",US7602812049,Financial Services,Banks—Regional,United States,NMS
RBCN,"Rubicon Technology, Inc.",US78112T2069,Technology,Semiconductor Equipment & Materials,United States,NCM
RBKB,"Rhinebeck Bancorp, Inc.",US7620931029,Financial Services,Banks—Regional,United States,NCM
RBLX,Roblox Corporation,US7710491033,Communication Services,Electronic Gaming & Multimedia,United States,NYQ
RCACU,Revelstone Capital Acquisition,-,Financial Services,Shell Companies,United States,NGM
RCAT,"Red Cat Holdings, Inc.",US75644T1007,Technology,Software—Application,United States,NCM
RCEL,"Avita Therapeutics, Inc.",US05380C1027,Healthcare,Medical Devices,United States,NCM
RCHG,Recharge Acquisition Corp.,US7562291002,Financial Services,Shell Companies,United States,NCM
RCHGU,Recharge Acquisition Corp.,US7562292091,Financial Services,Shell Companies,United States,NCM
RCII,Rent-A-Center Inc.,US76009N1000,Industrials,Rental & Leasing Services,United States,NMS
RCKT,"Rocket Pharmaceuticals, Inc.",US77313F1066,Healthcare,Biotechnology,United States,NGM
RCKY,"Rocky Brands, Inc.",US7745151008,Consumer Cyclical,Footwear & Accessories,United States,NMS
RCL,D/B/A Royal Caribbean Cruises L,LR0008862868,Consumer Cyclical,Travel Services,United States,NYQ
RCLF,Rosecliff Acquisition Corp I,US77732R1032,Financial Services,Shell Companies,United States,NCM
RCLFU,Rosecliff Acquisition Corp I,US77732R2022,Financial Services,Shell Companies,United States,NCM
RCM,R1 RCM Inc.,US7493971052,Healthcare,Health Information Services,United States,NMS
RCMT,"RCM Technologies, Inc.",US7493604000,Industrials,Engineering & Construction,United States,NGM
RCON,"Recon Technology, Ltd.",KYG7415M1244,Energy,Oil & Gas Equipment & Services,China,NCM
RCRT,"Recruiter.com Group, Inc.",US75630B3033,Industrials,Staffing & Employment Services,United States,NCM
RDBX,Redbox Entertainment Inc.,US75724T1034,Financial Services,Shell Companies,United States,NGM
RDCM,Radcom Ltd.,IL0010826688,Communication Services,Telecom Services,Israel,NCM
RDFN,Redfin Corporation,US75737F1084,Real Estate,Real Estate Services,United States,NMS
RDHL,Redhill Biopharma Ltd.,US7574681034,Healthcare,Drug Manufacturers—Specialty & Generic,Israel,NGM
RDI,Reading International Inc,US7554081015,Communication Services,Entertainment,United States,NCM
RDIB,Reading International Inc,US7554082005,Communication Services,Entertainment,United States,NCM
RDNT,"RadNet, Inc.",US7504911022,Healthcare,Diagnostics & Research,United States,NGM
RDUS,"Radius Health, Inc.",US7504692077,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
RDVT,"Red Violet, Inc.",US75704L1044,Technology,Software—Application,United States,NCM
RDW,Redwire Corporation,US75776W1036,Industrials,Aerospace & Defense,United States,NYQ
RDWR,Radware Ltd.,IL0010834765,Technology,Software—Infrastructure,Israel,NMS
RE,"Everest Re Group, Ltd.",BMG3223R1088,Financial Services,Insurance—Reinsurance,Bermuda,NYQ
REAL,"The RealReal, Inc.",US88339P1012,Consumer Cyclical,Luxury Goods,United States,NMS
REAX,"The Real Brokerage, Inc.",CA75585H2063,Real Estate,Real Estate Services,Canada,NCM
REDU,RISE Education Cayman Ltd,US76761L1026,Consumer Defensive,Education & Training Services,China,NGM
REE,REE Automotive Ltd.,IL0011786154,Consumer Cyclical,Recreational Vehicles,Israel,NGM
REED,"Reeds, Inc.",US7583381071,Consumer Defensive,Beverages—Non-Alcoholic,United States,NCM
REFI,Chicago Atlantic Real Estate Fi,US1672391026,Real Estate,REIT—Mortgage,United States,NGM
REFR,Research Frontiers Incorporated,US7609111072,Technology,Electronic Components,United States,NCM
REG,Regency Centers Corporation,US7588491032,Real Estate,REIT—Retail,United States,NMS
REGI,"Renewable Energy Group, Inc.",US75972A3014,Energy,Oil & Gas Refining & Marketing,United States,NMS
REGN,"Regeneron Pharmaceuticals, Inc.",US75886F1075,Healthcare,Biotechnology,United States,NMS
REI,"Ring Energy, Inc.",US76680V1089,Energy,Oil & Gas E&P,United States,ASE
REKR,"Rekor Systems, Inc.",US7594191048,Technology,Software—Infrastructure,United States,NCM
RELI,"Reliance Global Group, Inc.",US75946W2070,Financial Services,Insurance Brokers,United States,NCM
RELIANCE.NS,RELIANCE INDS,-,Energy,Oil & Gas Refining & Marketing,India,NSI
RELIW,"Reliance Global Group, Inc. - S",-,,,United States,NCM
RELL,"Richardson Electronics, Ltd.",US7631651079,Technology,Electronic Components,United States,NMS
RELY,"Remitly Global, Inc.",US75960P1049,Technology,Software—Infrastructure,United States,NMS
RENO,"Renovare Environmental, Inc.",-,Industrials,Pollution & Treatment Controls,United States,NCM
RENT,"Rent the Runway, Inc.",US76010Y1038,Consumer Cyclical,Apparel Retail,United States,NMS
REPH,"Recro Pharma, Inc.",US75629F1093,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
REPL,"Replimune Group, Inc.",US76029N1063,Healthcare,Biotechnology,United States,NMS
RES,"RPC, Inc.",US7496601060,Energy,Oil & Gas Equipment & Services,United States,NYQ
RESN,Resonant Inc.,US76118L1026,Technology,Semiconductors,United States,NCM
RETA,"Reata Pharmaceuticals, Inc.",US75615P1030,Healthcare,Biotechnology,United States,NGM
RETO,"ReTo Eco-Solutions, Inc.",VGG752711090,Basic Materials,Building Materials,China,NCM
REVE,Alpine Acquisition Corporation,US02083L1098,Financial Services,Shell Companies,United States,NCM
REVEU,Alpine Acquisition Corporation,-,Financial Services,Shell Companies,United States,NCM
REVH,Revolution Healthcare Acquisiti,US76155Y1082,Financial Services,Shell Companies,United States,NCM
REVHU,Revolution Healthcare Acquisiti,US76155Y2072,Financial Services,Shell Companies,United States,NCM
REYN,Reynolds Consumer Products Inc.,US76171L1061,Consumer Cyclical,Packaging & Containers,United States,NMS
RF,Regions Financial Corporation,US7591EP1005,Financial Services,Banks—Regional,United States,NYQ
RFIL,"RF Industries, Ltd.",US7495521053,Industrials,Electrical Equipment & Parts,United States,NGM
RGC,Regencell Bioscience Holdings L,KYG7487R1002,Healthcare,Drug Manufacturers—Specialty & Generic,Hong Kong,NCM
RGCO,RGC Resources Inc.,US74955L1035,Utilities,Utilities—Regulated Gas,United States,NGM
RGEN,Repligen Corporation,US7599161095,Healthcare,Medical Instruments & Supplies,United States,NMS
RGF,"The Real Good Food Company, Inc",US75601G1094,Consumer Defensive,Packaged Foods,United States,NGM
RGLD,"Royal Gold, Inc.",US7802871084,Basic Materials,Gold,United States,NMS
RGLS,Regulus Therapeutics Inc.,US75915K2006,Healthcare,Biotechnology,United States,NCM
RGNX,REGENXBIO Inc.,US75901B1070,Healthcare,Biotechnology,United States,NMS
RGP,"Resources Connection, Inc.",US76122Q1058,Industrials,Consulting Services,United States,NMS
RHI,Robert Half International Inc.,US7703231032,Industrials,Staffing & Employment Services,United States,NYQ
RI.PA,PERNOD RICARD,-,Consumer Defensive,Beverages—Wineries & Distilleries,France,PAR
RIBT,RiceBran Technologies,US7628312040,Consumer Defensive,Packaged Foods,United States,NCM
RICK,"RCI Hospitality Holdings, Inc.",US74934Q1085,Consumer Cyclical,Restaurants,United States,NGM
RICO,Agrico Acquisition Corp.,KYG410891066,Financial Services,Shell Companies,Cayman Islands,NCM
RICOU,Agrico Acquisition Corp.,KYG410891223,Financial Services,Shell Companies,Cayman Islands,NCM
RIDE,Lordstown Motors Corp.,US54405Q1004,Consumer Cyclical,Auto Manufacturers,United States,NMS
RIG,Transocean Ltd (Switzerland),CH0048265513,Energy,Oil & Gas Drilling,Switzerland,NYQ
RIGL,"Rigel Pharmaceuticals, Inc.",US7665596034,Healthcare,Biotechnology,United States,NMS
RILY,"B. Riley Financial, Inc.",US05580M1080,Financial Services,Financial Conglomerates,United States,NGM
RILYL,"B. Riley Financial, Inc. - Depo",US05580M8507,Financial Services,Financial Conglomerates,United States,NGM
RILYP,"B. Riley Financial, Inc. - Depo",US05580M8762,Financial Services,Financial Conglomerates,United States,NGM
RIO,Rio Tinto Plc,US7672041008,Basic Materials,Other Industrial Metals & Mining,United Kingdom,NYQ
RIOT,"Riot Blockchain, Inc",US7672921050,Technology,Software—Application,United States,NCM
RIVN,"Rivian Automotive, Inc.",US76954A1034,Consumer Cyclical,Auto Manufacturers,United States,NMS
RJF,"Raymond James Financial, Inc.",US7547301090,Financial Services,Capital Markets,United States,NYQ
RKDA,"Arcadia Biosciences, Inc.",US0390142042,Basic Materials,Agricultural Inputs,United States,NCM
RKLB,"Rocket Lab USA, Inc.",US7731221062,Industrials,Aerospace & Defense,United States,NCM
RKT,"Rocket Companies, Inc.",US77311W1018,Financial Services,Mortgage Finance,United States,NYQ
RL,Ralph Lauren Corporation,US7512121010,Consumer Cyclical,Apparel Manufacturing,United States,NYQ
RLAY,"Relay Therapeutics, Inc.",US75943R1023,Healthcare,Biotechnology,United States,NGM
RLMD,"Relmada Therapeutics, Inc.",US75955J4022,Healthcare,Biotechnology,United States,NMS
RLYB,Rallybio Corporation,US75120L1008,Healthcare,Biotechnology,United States,NMS
RMBI,"Richmond Mutual Bancorporation,",US76525P1003,Financial Services,Banks—Regional,United States,NCM
RMBL,"RumbleOn, Inc.",US7813863054,Consumer Cyclical,Auto & Truck Dealerships,United States,NCM
RMBS,"Rambus, Inc.",US7509171069,Technology,Semiconductors,United States,NMS
RMCF,Rocky Mountain Chocolate Factor,US77467X1019,Consumer Defensive,Confectioners,United States,NGM
RMD,ResMed Inc.,US7611521078,Healthcare,Medical Instruments & Supplies,United States,NYQ
RMGC,RMG Acquisition Corp. III,KYG760881063,Financial Services,Shell Companies,United States,NCM
RMGCU,RMG Acquisition Corp. III,-,Financial Services,Shell Companies,United States,NCM
RMNI,"Rimini Street, Inc.",-,Technology,Software—Application,United States,NGM
RMR,The RMR Group Inc.,US74967R1068,Real Estate,Real Estate Services,United States,NCM
RMS.PA,HERMES INTL,-,Consumer Cyclical,Luxury Goods,France,PAR
RMTI,"Rockwell Medical, Inc.",US7743741024,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
RNA,"Avidity Biosciences, Inc.",US05370A1088,Healthcare,Biotechnology,United States,NGM
RNAZ,"TransCode Therapeutics, Inc.",US89357L1052,Healthcare,Biotechnology,United States,NCM
RNDB,"Randolph Bancorp, Inc.",US7523781091,Financial Services,Banks—Regional,United States,NGM
RNER,Mount Rainier Acquisition Corp.,-,Financial Services,Shell Companies,United States,NGM
RNERU,Mount Rainier Acquisition Corp.,US6230062027,Financial Services,Shell Companies,United States,NGM
RNERW,Mount Rainier Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
RNLX,Renalytix AI plc,US75973T1016,Healthcare,Diagnostics & Research,United States,NGM
RNO.PA,RENAULT,-,Consumer Cyclical,Auto Manufacturers,France,PAR
RNST,Renasant Corporation,US75970E1073,Financial Services,Banks—Regional,United States,NMS
RNW,ReNew Energy Global plc,GB00BNQMPN80,Utilities,Utilities—Renewable,India,NMS
RNWK,"RealNetworks, Inc.",US75605L7082,Communication Services,Electronic Gaming & Multimedia,United States,NMS
RNXT,"RenovoRx, Inc.",US75989R1077,Healthcare,Biotechnology,United States,NCM
ROAD,"Construction Partners, Inc.",US21044C1071,Industrials,Engineering & Construction,United States,NMS
ROC,ROC Energy Acquisition Corp.,-,Financial Services,Shell Companies,United States,NGM
ROCAR,ROC Energy Acquisition Corp.,-,,,United States,NGM
ROCAU,ROC Energy Acquisition Corp.,US77118V2079,Financial Services,Shell Companies,United States,NGM
ROCC,Ranger Oil Corporation,-,Energy,Oil & Gas E&P,United States,NMS
ROCG,Roth CH Acquisition IV Co.,US77867P1049,Financial Services,Shell Companies,United States,NCM
ROCGU,Roth CH Acquisition IV Co.,US77867P2039,Financial Services,Shell Companies,United States,NCM
ROCK,"Gibraltar Industries, Inc.",US3746891072,Industrials,Building Products & Equipment,United States,NMS
ROCR,Roth CH Acquisition III Co.,US77867Q1022,Financial Services,Shell Companies,United States,NCM
ROCRU,Roth CH Acquisition III Co.,US77867Q2012,Financial Services,Shell Companies,United States,NCM
ROIC,Retail Opportunity Investments,US76131N1019,Real Estate,REIT—Retail,United States,NMS
ROIV,Roivant Sciences Ltd.,BMG762791017,Healthcare,Biotechnology,United Kingdom,NGM
ROK,"Rockwell Automation, Inc.",US7739031091,Industrials,Specialty Industrial Machinery,United States,NYQ
ROKU,"Roku, Inc.",US77543R1023,Communication Services,Entertainment,United States,NMS
ROL,"Rollins, Inc.",US7757111049,Consumer Cyclical,Personal Services,United States,NYQ
ROLL,RBC Bearings Incorporated,US75524B1044,Industrials,Tools & Accessories,United States,NMS
ROLLP,RBC Bearings Incorporated - 5.0,-,Industrials,Tools & Accessories,United States,NMS
ROOT,"Root, Inc.",US77664L1089,Financial Services,Insurance—Property & Casualty,United States,NMS
ROP,"Roper Technologies, Inc.",US7766961061,Industrials,Specialty Industrial Machinery,United States,NYQ
ROSE,Rose Hill Acquisition Corporati,KYG7637J1076,Financial Services,Shell Companies,United States,NGM
ROSEU,Rose Hill Acquisition Corporati,KYG7637J1159,Financial Services,Shell Companies,United States,NGM
ROSEW,Rose Hill Acquisition Corporation Warrant,-,Financial Services,Shell Companies,United States,NGM
ROST,"Ross Stores, Inc.",US7782961038,Consumer Cyclical,Apparel Retail,United States,NMS
ROVR,"Rover Group, Inc.",US77936F1030,Consumer Cyclical,Personal Services,United States,NGM
RPAY,Repay Holdings Corporation,US76029L1008,Technology,Software—Infrastructure,United States,NCM
RPD,"Rapid7, Inc.",US7534221046,Technology,Software—Application,United States,NGM
RPHM,"Reneo Pharmaceuticals, Inc.",US75974E1038,Healthcare,Biotechnology,United States,NGM
RPID,"Rapid Micro Biosystems, Inc.",US75340L1044,Healthcare,Medical Devices,United States,NMS
RPRX,Royalty Pharma plc,GB00BMVP7Y09,Healthcare,Biotechnology,United States,NMS
RPTX,Repare Therapeutics Inc.,US7602731025,Healthcare,Biotechnology,Canada,NMS
RRBI,"Red River Bancshares, Inc.",US75686R2022,Financial Services,Banks—Regional,United States,NMS
RRGB,"Red Robin Gourmet Burgers, Inc.",US75689M1018,Consumer Cyclical,Restaurants,United States,NMS
RRR,"Red Rock Resorts, Inc.",US75700L1089,Consumer Cyclical,Resorts & Casinos,United States,NMS
RSG,"Republic Services, Inc.",US7607591002,Industrials,Waste Management,United States,NYQ
RSLS,"ReShape Lifesciences, Inc.",US76090R1014,Healthcare,Medical Devices,United States,NCM
RSSS,"Research Solutions, Inc",US7610251057,Technology,Software—Application,United States,NCM
RSVR,"Reservoir Media, Inc..",US76119X1054,Communication Services,Entertainment,United States,NGM
RTLR,Rattler Midstream LP,US75419T1034,Energy,Oil & Gas Midstream,United States,NMS
RTX,Raytheon Technologies Corporati,US75513E1010,Industrials,Aerospace & Defense,United States,NYQ
RUBY,"Rubius Therapeutics, Inc.",US78116T1034,Healthcare,Biotechnology,United States,NMS
RUN,Sunrun Inc.,US86771W1053,Technology,Solar,United States,NMS
RUSHA,"Rush Enterprises, Inc.",US7818462092,Consumer Cyclical,Auto & Truck Dealerships,United States,NMS
RUSHB,"Rush Enterprises, Inc.",US7818463082,Consumer Cyclical,Auto & Truck Dealerships,United States,NMS
RUTH,"Ruth's Hospitality Group, Inc.",US7833321091,Consumer Cyclical,Restaurants,United States,NMS
RVAC,Riverview Acquisition Corp.,US7693951045,Financial Services,Shell Companies,United States,NCM
RVACU,Riverview Acquisition Corp.,US7693952035,Financial Services,Shell Companies,United States,NCM
RVMD,"Revolution Medicines, Inc.",US76155X1000,Healthcare,Biotechnology,United States,NMS
RVNC,"Revance Therapeutics, Inc.",US7613301099,Healthcare,Biotechnology,United States,NGM
RVPH,Reviva Pharmaceuticals Holdings,US76152G1004,Healthcare,Biotechnology,United States,NCM
RVSB,Riverview Bancorp Inc,US7693971001,Financial Services,Banks—Regional,United States,NMS
RWAY,Runway Growth Finance Corp.,US78163D1000,Financial Services,Credit Services,United States,NMS
RWE.DE,RWE AG  INH O.N.,-,Utilities,Utilities—Diversified,Germany,GER
RWLK,ReWalk Robotics Ltd.,IL0011331076,Healthcare,Medical Devices,Israel,NCM
RXDX,"Prometheus Biosciences, Inc.",US74349U1088,Healthcare,Biotechnology,United States,NMS
RXRA,RXR Acquisition Corp.,US74981W1071,Financial Services,Shell Companies,United States,NCM
RXRAU,RXR Acquisition Corp.,US74981W2061,Financial Services,Shell Companies,United States,NCM
RXRX,"Recursion Pharmaceuticals, Inc.",US75629V1044,Healthcare,Biotechnology,United States,NMS
RXST,"RxSight, Inc.",US78349D1072,Healthcare,Medical Devices,United States,NGM
RXT,"Rackspace Technology, Inc.",US7501021056,Technology,Software—Infrastructure,United States,NMS
RYAAY,Ryanair Holdings plc,US7835132033,Industrials,Airlines,Ireland,NMS
RZLT,"Rezolute, Inc.",US76200L3096,Healthcare,Biotechnology,United States,NCM
SABR,Sabre Corporation,US78573M1045,Technology,Information Technology Services,United States,NMS
SABRP,Sabre Corporation - 6.50% Serie,-,Technology,Information Technology Services,United States,NMS
SABS,"SAB Biotherapeutics, Inc.",US78397T1034,Healthcare,Biotechnology,United States,NGM
SAF.PA,SAFRAN,GRS118003003,Industrials,Aerospace & Defense,France,PAR
SAFE,Safehold Inc.,US78645L1008,Real Estate,REIT—Diversified,United States,NYQ
SAFM,"Sanderson Farms, Inc.",US8000131040,Consumer Defensive,Packaged Foods,United States,NMS
SAFT,"Safety Insurance Group, Inc.",US78648T1007,Financial Services,Insurance—Property & Casualty,United States,NMS
SAGAU,Sagaliam Acquisition Corp.,-,Financial Services,Shell Companies,United States,NGM
SAGE,"Sage Therapeutics, Inc.",US78667J1088,Healthcare,Biotechnology,United States,NGM
SAIA,"Saia, Inc.",US78709Y1055,Industrials,Trucking,United States,NMS
SAL,"Salisbury Bancorp, Inc.",US7952261094,Financial Services,Banks—Regional,United States,NCM
SALM,"Salem Media Group, Inc.",-,Communication Services,Broadcasting,United States,NGM
SAM,"Boston Beer Company, Inc. (The)",US1005571070,Consumer Defensive,Beverages—Brewers,United States,NYQ
SAMA,Schultze Special Purpose Acquis,US8082121042,Financial Services,Shell Companies,United States,NGM
SAMAU,Schultze Special Purpose Acquis,US8082122032,Financial Services,Shell Companies,United States,NGM
SAMAW,Schultze Special Purpose Acquisition Corp. II Warrant,-,Financial Services,Shell Companies,United States,NGM
SAMG,Silvercrest Asset Management Gr,US8283591092,Financial Services,Asset Management,United States,NGM
SAN,"Banco Santander, S.A. Sponsored",US05964H1059,Financial Services,Banks—Diversified,Spain,NYQ
SAN.PA,SANOFI,INE058A01010,Healthcare,Drug Manufacturers—General,France,PAR
SANA,"Sana Biotechnology, Inc.",US7995661045,Healthcare,Biotechnology,United States,NMS
SANB,Sanaby Health Acquisition Corp.,US79956P1021,Financial Services,Shell Companies,United States,NGM
SANBU,Sanaby Health Acquisition Corp.,US79956P2011,Financial Services,Shell Companies,United States,NGM
SANG,Sangoma Technologies Corporatio,CA80100R4089,Technology,Software—Infrastructure,Canada,NMS
SANM,Sanmina Corporation,US8010561020,Technology,Electronic Components,United States,NMS
SANW,S&W Seed Company,US7851351046,Consumer Defensive,Farm Products,United States,NCM
SAP.DE,SAP SE,DE000A2P4HL9,Technology,Software—Application,Germany,GER
SASR,"Sandy Spring Bancorp, Inc.",US8003631038,Financial Services,Banks—Regional,United States,NMS
SATS,EchoStar Corporation,US2787681061,Technology,Communication Equipment,United States,NMS
SAVA,"Cassava Sciences, Inc.",US14817C1071,Healthcare,Biotechnology,United States,NCM
SAVE,"Spirit Airlines, Inc.",US8485771021,Industrials,Airlines,United States,NYQ
SBAC,SBA Communications Corporation,US78410G1040,Real Estate,REIT—Specialty,United States,NMS
SBCF,Seacoast Banking Corporation of,US8117078019,Financial Services,Banks—Regional,United States,NMS
SBEA,SilverBox Engaged Merger Corp I,US82836L1017,Financial Services,Shell Companies,United States,NCM
SBEAU,SilverBox Engaged Merger Corp I,US82836L2007,Financial Services,Shell Companies,United States,NCM
SBET,SharpLink Gaming Ltd.,-,Consumer Cyclical,Gambling,United States,NCM
SBFG,"SB Financial Group, Inc.",US78408D1054,Financial Services,Banks—Regional,United States,NCM
SBGI,"Sinclair Broadcast Group, Inc.",US8292261091,Communication Services,Broadcasting,United States,NMS
SBLK,Star Bulk Carriers Corp.,MHY8162K2046,Industrials,Marine Shipping,Greece,NMS
SBNY,Signature Bank,US82669G1040,Financial Services,Banks—Regional,United States,NMS
SBNYP,Signature Bank - Depositary sha,US82669G2030,Financial Services,Banks—Regional,United States,NMS
SBRA,"Sabra Health Care REIT, Inc.",US78573L1061,Real Estate,REIT—Healthcare Facilities,United States,NMS
SBSI,"Southside Bancshares, Inc.",US84470P1093,Financial Services,Banks—Regional,United States,NMS
SBT,"Sterling Bancorp, Inc.",US85917W1027,Financial Services,Banks—Regional,United States,NCM
SBTX,"Silverback Therapeutics, Inc.",US82835W1080,Healthcare,Biotechnology,United States,NGM
SC,Santander Consumer USA Holdings,US80283M1018,Financial Services,Credit Services,United States,NYQ
SCAQ,Stratim Cloud Acquisition Corp.,US86309R1077,Financial Services,Shell Companies,United States,NCM
